location,well_or_spring_name,WGS84_latitude,WGS84_longitude,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L,Database_number
Dillenburg-Eibach,Victoria II,50.74325491752688,8.31619266231844,247.5,"Slate, Limestone",Devonian,21.1,,,,,,920.9,64.0,194.7,1816.2,11,252.5,,,,,,,,,,,6.0
Dillenburg-Eibach,Victoria II,50.74325491752688,8.31619266231844,247.4,"Slate, Limestone",Devonian,n.s.,,7.2,,,,920.6,64.9,195.1,1814.0,11,252.5,,12.9,,0.4,1.51,0.21,,0,24.6,,6.0
Driedorf-Hohenroth,Hohenroth I,50.63521365128072,8.143170613873354,112,"Basalt, Tuff",Neogene,10.1,176.0,7.98,,,8,4.0,9.2,15.2,3.2,0,98.0,,0.95,,0,0,,,2.6,,,6.0
Driedorf-Hohenroth,Hohenroth II,50.6430206222034,8.129030718720013,145,"Basalt, Tuff",Neogene,11.2,236.0,7.68,,,7.2,4.1,12.6,23.3,13.7,0,103.0,,0.89,,0,0,0,,6.2,,,6.0
Ebersburg-Weyhers,Röhnsprudel,50.47968745706316,9.836260199047631,n.s.,Sandstone,Triassic,7.5,,,,,,18.0,55.0,101.6,9.2,40.6,694.3,0.3,10.2,,,45.6,0.9,,,,,6.0
Echzell,Römerbrunnen,50.3929587398263,8.892687858936748,0,Basalt,Neogene,n.s.,,,,,,699.7,153.28,217.78,1504.1,113.93,582.56,,101.06,,,11.04,,,,74.47,,6.0
Echzell,Römerbrunnen,50.3929587398263,8.892687858936748,0,Basalt,Neogene,12.3,,,,,,653.3,437.0,432.0,1157.0,96.93,3220.0,,35.2,,,21.1,,,,114.0,,6.0
Echzell,Römerbrunnen,50.3929587398263,8.892687858936748,0,Basalt,Neogene,13.5,,,,,,655.4,443.7,367.9,1214.0,91.7,3011.0,0.203,44.49,1.145,6.973,19.09,1.822,,,121.9,,6.0
Echzell-Bingenheim,Bohrbrunnen,50.37992617745984,8.897357280542696,65,?,Neogene/Paleogene,n.s.,,,,,,26.7,89.5,103.63,28.4,9.7,750.51,,Traces,,0,0.29,0,,25,37.0,,6.0
Echzell-Grundschwalheim,Römerbrunnen,50.41059085482593,8.90418521073366,30,Unconsolidated rocks,Neogene,13.2,,,,,,653.14,484.56,386.99,1206.1,121.57,3248.0,,63.39,,,18.76,1.79,,,82.57,,6.0
Echzell-Grundschwalheim,Römerbrunnen,50.41059085482593,8.90418521073366,8.9,Unconsolidated rocks,Neogene,14.4,,6.2,,,,700.0,500.1,458.2,1244.0,106.8,3590.0,,40,,0.4,19.8,1.75,,7.6,119.6,,6.0
Edermünde-Grifte,Grifte,51.2013418195511,9.453317865114869,150,Sandstone,Triassic,n.s.,,,,,,639.4,148.8,344.0,1292.2,489.6,671.0,,,,,,,,,,,6.0
Edertal-Anraff,Anraff I,51.14117768269991,9.146907777627804,62.3,"Dolomite, Pelite",Permian,9.5,,,,,,320.0,,354.0,493.0,432,531.0,,,,,,,,,,,6.0
Edertal-Bergheim,Bohrung Edertal,51.1705225950534,9.1411810702134,350,Dolomite,Permian,20.4,,,,,,168.97503,19.444,478.53132,62.39728,1103.278961,500.3402199999999,,,,,,,,,,,6.0
Edertal-Bergheim,Bohrung Edertal,51.1705225950534,9.1411810702134,350,Dolomite,Permian,20.6,,,,,,115.0,38.9,482.4,59.9,1088,500.4,,4.9,,0,4.4,0.55,,,18.6,,6.0
Edertal-Hemfurth-Edersee,Brunnen Edersee,51.18395970382556,9.05120782587778,150,"Graywacke, Slate",Carboniferous,9,,7.0,,,3.9,33.0,53.0,40.0,9.9,44.2,385.152,,,,,2.98,0,,<2,,,6.0
Edertal-Hemfurth-Edersee,Hemfurth I,51.17263771534885,9.03818195775525,150,"Graywacke, Slate",Carboniferous,10,,7.2,,,2.2,5.3,37.0,62.0,10.0,3,337.28,,,,,0.15,0,,2,,,6.0
Edertal-Mehlen,Mehlen II,51.1830206452404,9.109565367589223,95,"Limestone, Slate ",Permian/Carboniferous,11,,,,,,212.0,48.3,88.2,283.0,56.9,514.1,,,,,,,,,,,6.0
Eichenzell-Kerzell,Kerzell I,50.49502706540289,9.667672733512452,100,Sandstone ,Triassic,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Eiterfeld-Buchenau,Buchenau,50.7815421771091,9.78561773991326,539,?,Permian,n.s.,,,,,,2081.5,6.0,278.4,2041.3,2073.6,120.2,,,,,,,,,,,6.0
Eltville,Salzborn,50.05871312012844,8.085603565908196,3,Gneiss,Silurian ,15,,,,,,2365.9,26.9,395.0,4142.0,80.9,704.5,,216.3,,,,0,,,,,6.0
Eltville-Hattenheim,Mariannenaue,50.00966950904926,8.058210639490555,9.55,Unconsolidated rocks,Neogene,9.8,,6.7,,,1,22.0,49.5,246.0,85.0,336,536.0,,,,0.8,13.5,3.3,,0,,,6.0
Eltville-Hattenheim,Rheinbrunnen,50.01461379314579,8.06362585998454,8,Unconsolidated rocks,Neogene,12.2,,7.0,,,3.6,92.0,54.0,182.0,78.0,254,570.0,,,,0,0.14,0,,44,16.9,,6.0
Eltville-Hattenheim,Rheinbrunnen,50.01461379314579,8.06362585998454,8,Unconsolidated rocks,Neogene,10.5,,7.2,,,,86.0,34.0,184.0,56.0,230,536.0,,,,0,0.8,0.3,,38,,,6.0
Eltville-Martinsthal,Rechtebach,50.07385047734549,8.112839059999791,108.2,Gneiss,Silurian ,13.1,,6.4,,,6,61.0,4.0,29.0,76.0,13,116.0,,,,0.05,0.02,0.02,,0.6,35.1,,6.0
Erbach,Brunnen VI,49.66865813327396,8.988500730126407,150,Sandstone,Triassic,11.1,51.0,5.83,292.0,,8.9,1.6,0.8,5.8,2.9,0.7,18.3,0.012,1.5,0.029,,"<0,03",,0.021,4.4,16.77,,6.0
Eschborn,Fuhrpark,50.13605093288135,8.568437239100726,16,?,Neogene/Paleogene,n.s.,,,,,,136.0,58.0,440.0,392.0,375,627.0,,,,,0.71,,,220,,,6.0
Espenau-Hohenkirchen,Simmershausen VI,51.38565580389616,9.468928658705284,211,Sandstone,Triassic,13,527.0,7.12,452.0,,11,18.8,18.2,65.8,36.2,27.4,238.0,,2.53,,0,0,0,,12.96,10.5,,6.0
Felsberg,Felsberg,51.13354357355234,9.408788425406378,238.5,Sandstone,Triassic,18.2,,7.0,,,,,,,,,512.0,,,,,,,,,,,6.0
Felsberg,Felsberg,51.13354357355234,9.408788425406378,238.5,Sandstone,Triassic,17.9,,7.0,,,,,,,,,457.0,,,,,,,,,,,6.0
Flörsheim (Main)-Bad Weilbach,Natron-Lithion-Quelle,50.03813206406277,8.43208227330579,16,Unconsolidated rocks,Quaternary,12.5,,,,,,991.3,20.94,39.9,763.9,181.2,1370.0,1.117,24.8,Traces,4.169,1.209,0.242,Traces,Traces,15.94,,6.0
Flörsheim (Main)-Bad Weilbach,Natron-Lithion-Quelle,50.03804106114698,8.43185997615312,20,Unconsolidated rocks,Quaternary,13,,,,,,1063.0,22.3,41.1,839.8,194.8,1424.0,1.18,26.3,,1.6,0.78176,,,,14.05,,6.0
Flörsheim (Main)-Bad Weilbach,Natron-Lithion-Quelle,50.03797901254454,8.432042196807142,21,Unconsolidated rocks,Quaternary,13,,,,,,965.3,20.3,44.8,757.3,171.3,1342.0,1.66,21,,2.29,,,,,15.3,,6.0
Flörsheim (Main)-Bad Weilbach,Natron-Lithion-Quelle,50.03813206406277,8.43208227330579,16,Unconsolidated rocks,Quaternary,11.8,,,,,,958.0,21.4,45.81,728.64,169.2,1316.4,1.47,20.9,,2.4,0,,,,,,6.0
Flörsheim (Main)-Bad Weilbach,Natron-Lithion-Quelle,50.03804106114698,8.43185997615312,20,Unconsolidated rocks,Quaternary,12,,,,,,1070.0,22.2,40.1,836.9,197.7,1436.0,0.9,24.8,1.87,2.3,0.67008,0.48,0.44,0.55,13.9,,6.0
Flörsheim (Main)-Bad Weilbach,Natron-Lithion-Quelle,50.03811394548998,8.432054565665146,29,Unconsolidated rocks,Quaternary,13,,,,,,937.3,19.3,35.9,715.8,174.1,1300.0,1.63,19.8,,3.7,0.46,,,,14.6,,6.0
Flörsheim (Main)-Bad Weilbach,Schwefelquelle,50.03448182460728,8.430310576022746,14,Unconsolidated rocks,Quaternary,18.7,,,,,,134.0,77.4,60.8,150.4,99.2,687.0,,,,,,,,,,,6.0
Flörsheim (Main)-Bad Weilbach,Schwefelquelle,50.03448182460728,8.430310576022746,14,Unconsolidated rocks,Quaternary,13.7,,,,,,266.0,61.8,102.5,185.2,20.6,1020.0,1.24,29.4,,,,,,,,,6.0
Flörsheim (Main)-Bad Weilbach,Schwefelquelle,50.03448182460728,8.430310576022746,14,Unconsolidated rocks,Quaternary,13.7,,,,,,231.3,68.28,105.4,177.8,21.38,992.1,0.1,32.04,0.06,1.832,Traces,Traces,Traces,Traces,18.87,,6.0
Flörsheim (Main)-Bad Weilbach,Schwefelquelle,50.03448182460728,8.430310576022746,5,Unconsolidated rocks,Quaternary,13.4,,,,,,234.3,66.9,128.9,197.2,82,967.2,0.84,34.8,,2.31,0.06,0.06,,,18.6,,6.0
Flörsheim (Main)-Bad Weilbach,Schwefelquelle,50.03448182460728,8.430310576022746,5,Unconsolidated rocks,Quaternary,n.s.,,,,,,221.9,65.66,130.1,186.2,112.2,879.6,0.7,31.3,,2.4,,,,,16.5,,6.0
Florstadt-Staden,Säuerling,50.33480118641108,8.908692399113358,0,?,Neogene/Paleogene,11,,6.15,,,,464.0,92.9,226.63,825.38,57.21,889.38,,16.3,,,1.3,,,0,,,6.0
Florstadt-Staden,Staden,50.33643192934129,8.9261085524648,14,?,Neogene/Paleogene,n.s.,,7.4,,,,463.0,99.7,191.5,1136.0,,366.0,,,,3,,,,2,,,6.0
Frankenberg (Eder),Mineralquelle,51.05300437419666,8.803163865684363,50,Conglomerate,Permian,9.9,,7.25,,,,3583.0,123.7,451.1,2446.0,5526,363.8,Traces,54.79,Traces,0.7,1.85,0.23,,,11.31,,6.0
Frankenberg (Eder),Molkerei,51.05767713763547,8.802002859375243,55,"Graywacke, Slate",Carboniferous,12,,,,,3.4,728.78,70.48,216.42,1187.68,378.3,363.66,,,,,,,,,,,6.0
Frankfurt (Main)-Berkersheim,Ritter-Bechtram-Sprudel,50.18198610120123,8.709868892100488,33,Unconsolidated rocks,Neogene/Paleogene,11.2,,6.4,,,,169.4,29.5,221.0,187.8,22.8,956.7,,15.9,1.97,0.94,2.68,0.36,0.5,0.45,14.6,,6.0
Frankfurt (Main)-Berkersheim,Romanisquelle,50.18178283203031,8.700628519791469,85,Unconsolidated rocks,Neogene/Paleogene,11.3,,,,,,267.0,40.2,231.0,354.1,17.8,1024.0,,,,,,,,,,,6.0
Frankfurt (Main)-Gallus,Hauptbahnhof I,50.10843624553316,8.66280591075817,103.5,Limestone,Neogene/Paleogene,18.8,,7.4,,,,1420.0,51.0,68.2,2088.0,46.5,752.0,,30.2,,9.51,0.08,0.013,1.22,<0.3,,,6.0
Frankfurt (Main)-Gallus,Hauptbahnhof II,50.10843624553316,8.66280591075817,40.9,Unconsolidated rocks,Neogene,17,,7.6,,,,620.0,33.8,62.2,871.0,9.3,526.0,,18.1,,3.91,0.76,0.033,0.98,<0.3,,,6.0
Frankfurt (Main)-Gutleutviertel,Grindbrunnen,50.1009350996974,8.661991878459196,12,Unconsolidated rocks,Neogene,n.s.,,,,,,1035.0,61.0,85.0,1440.0,2.45,704.0,0.68,17,3.2,5.15,0.54,,,1.63,,,6.0
Frankfurt (Main)-Innenstadt,Grindbrunnen,50.10771520248768,8.67480652614272,50.25,Unconsolidated rocks,Neogene,12.2,,,,,,192.0,45.0,91.0,167.0,182,510.0,,6.8,,1.99,2.1,,,6.5,,,6.0
Frankfurt (Main)-Nied,Faulbrunnen,50.10998407340016,8.58796603841092,0,Unconsolidated rocks,Neogene,9,,,,,,554.5,12.6,12.1,555.6,3.9,656.6,,29.9,,,0.5,,,,17.0,,6.0
Frankfurt (Main)-Nied,Faulbrunnen,50.10998407340016,8.58796603841092,0,Unconsolidated rocks,Neogene,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Frankfurt (Main)-Nied,Faulbrunnen,50.10998407340016,8.58796603841092,0,Unconsolidated rocks,Neogene,12,,8.2,,,0.3,530.0,10.0,28.0,581.0,0.5,644.0,,21,,9.8,<0.01,,,1,15.93,,6.0
Frankfurt (Main)-Nied,Selzerbrunnen,50.1115680320821,8.585855150745822,32.55,Unconsolidated rocks,Neogene,11.5,,,,,,434.4,25.4,35.1,566.8,3.6,434.6,,21.2,,,0.6,,,,22.1,,6.0
Frankfurt (Main)-Nied,Selzerbrunnen,50.1115680320821,8.585855150745822,32.55,Unconsolidated rocks,Neogene,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Frankfurt (Main)-Nied,Selzerbrunnen,50.1115680320821,8.585855150745822,32.55,Unconsolidated rocks,Neogene,11.3,,7.37,,,0.4,1240.0,62.0,118.0,1878.0,0.5,998.0,,34,,17.9,<0.01,,,8,,,6.0
Frankfurt (Main)-Niedererlenbach,Luisenbrunnen,50.19665814092408,8.716503237753239,72,Unconsolidated rocks,Neogene/Paleogene,12.3,,6.1,,,,278.5,51.2,389.2,403.8,39.5,1480.0,,20.5,3.15,0.16,4.63,0.69,0.37,0.22,16.2,,6.0
Frankfurt (Main)-Niederrad,VB II Bundesbahn,50.09131000487429,8.631032726678088,35,"Unconsolidated rocks, Marl",Neogene,n.s.,,,,,,108.05206,13.36775,102.1989,70.906,249.76,225.76327,,,,,,,,,,,6.0
Frankfurt (Main)-Osthafen,Molkerei,50.11965566911758,8.738913580148743,48,"Sandstone, Pelite",Permian,n.s.,,,,,,273.57862,8.506749999999998,24.0468,99.2684,76.85,573.56074,,,,,,,,,,,6.0
Frankfurt (Main)-Sossenheim,Sossenheimer Sprudel,50.11963606942591,8.566906707041223,54,"Limestone, Marl",Neogene,11.7,813.0,7.43,,,,32.6,38.99,71.68,8.82,19.8,484.5,0.42,11.18,2.36,2.47,,,0.2,2.39,,,6.0
Friedberg (Hesse),Wassererschließung,50.34897375027398,8.759438140823134,10,Unconsolidated rocks,Neogene,9.6,,7.6,,,,79.2,66.64,222.22,154.67,266.72,549.0,,2.82,,,,,,90.82,,,6.0
Friedberg (Hesse),Zuckerfabrik,50.33443068795791,8.770468428698267,153,Unconsolidated rocks,Neogene,n.s.,,6.3,,,,652.0,17.3,117.4,753.5,29.9,963.8,,38,,,0,,,5.9,,,6.0
Friedberg (Hesse)-Dorheim,Germaniabrunnen,50.35495178853797,8.781752661316458,5,Unconsolidated rocks,Quaternary,11.4,,5.68,,,,490.5,71.73,215.4,824.2,56.28,899.1,,28.53,0.8,0.6294,4.745,0.5395,,2.198,22.22,,6.0
Friedberg (Hesse)-Dorheim,Steinquelle,50.355041433349,8.781611717206292,7.05,Unconsolidated rocks,Neogene/Paleogene,10.5,,5.86,,,,165.2,37.1,127.9,260.0,36,530.7,,14.2,Traces,,1.19,0.1,,13,23.7,,6.0
Friedberg (Hesse)-Ossenheim,Handbohrung  ,50.32376637658194,8.788917550569916,2,Unconsolidated rocks,Quaternary,n.s.,,7.4,,,,306.6,4.9,22.9,71.0,46.5,772.9,,9.1,,,0,,,0,,,6.0
Friedrichsdorf-Burgholzhausen,Säuerling,50.25696581695252,8.673511150444845,0,Unconsolidated rocks,Quaternary,10.8,,5.65,,,,8.11,16.05,98.9,17.83,52.68,292.8,,1.82,,,6.64,,,0,,,6.0
Frielendorf,Ligrabrunnen,50.97520837798161,9.330929551641033,154,?,Neogene/Paleogene,16,277.0,6.13,,,2.4,5.2,5.9,20.6,5.0,20.9,73.2,,1.4,,0,1.85,0.037,,0.5,,,6.0
Frielendorf-Lenderscheid,Lenderscheid,50.95755355265572,9.372225936952034,202,Sandstone,Triassic,14.1,132.0,6.41,,,5.7,6.6,7.2,13.6,6.2,4.5,78.1,,2,,,0.02,0,,3,,,6.0
Frielendorf-Linsingen,Todenhausen,50.97221603683682,9.27110548149909,220,Sandstone,Triassic,16.5,355.0,6.2,,,2.5,5.8,12.3,35.7,3.9,53.4,125.05,,8.7,,0,0.54,0.483,,0.7,,,6.0
Fritzlar,Flugplatz I,51.12213973986319,9.282695679083172,168,Sandstone,Triassic,16,,7.2,,,,,,,,,318.0,,,,,,,,,,,6.0
Fritzlar,Flugplatz I,51.12213973986319,9.282695679083172,168,Sandstone,Triassic,16.4,,7.1,,,,,,,,,384.0,,,,,,,,,,,6.0
Fritzlar,Flugplatz I,51.12213973986319,9.282695679083172,168,Sandstone,Triassic,16.7,650.0,7.1,,,,,,,,,390.0,,,,,,,,,,,6.0
Fritzlar,Flugplatz II,51.11989886037087,9.279968022477703,226,Sandstone,Triassic,15.9,,7.3,,,,,,,,,366.0,,,,,,,,,,,6.0
Fritzlar,Flugplatz II,51.11989886037087,9.279968022477703,226,Sandstone,Triassic,15.9,617.0,7.2,,,,,,,,,348.0,,,,,,,,,,,6.0
Fritzlar-Geismar,Donarquelle,51.15164404434764,9.233847833764582,2.5,Limestone,Triassic,8.8,,,,,,128.0,153.0,272.3,170.4,25.5,1643.0,,1.978,,0.083,12.49,0.372,,,47.93,,6.0
Fritzlar-Geismar,Donarquelle,51.15164404434764,9.233847833764582,2.5,Limestone,Triassic,9.2,,,,,,155.65,107.77,291.54,175.88,250.78,1267.45,,16.29,,,9.37,0.78,,,48.1,,6.0
Fritzlar-Geismar,Donarquelle,51.15164404434764,9.233847833764582,5.9,Limestone,Triassic,8.4,,,,,,102.2,98.9,272.8,173.9,183.5,1078.0,,,,,,,,,,,6.0
Fritzlar-Ungedanken,Büraberg,51.12311836914122,9.247560316106112,100,Sandstone,Triassic,13,,,,,,480.0,67.0,303.0,800.0,488,610.0,,,,,,,,,,,6.0
Fuldatal-Simmershausen,Simmershausen I,51.37072971596358,9.512724183704252,155,Sandstone,Triassic,11.4,318.0,6.84,,,7.06,7.5,16.5,54.3,23.0,27.2,171.0,,,,,0.01,0,,23.8,12.5,,6.0
Fuldatal-Simmershausen,Simmershausen I,51.37072971596358,9.512724183704252,155,Sandstone,Triassic,11,361.0,6.88,557.0,,5.2,12.5,15.5,58.1,23.0,32.9,189.0,,,,,0.01,0,,17.7,11.5,,6.0
Fuldatal-Simmershausen,Simmershausen I,51.37072971596358,9.512724183704252,155,Sandstone,Triassic,9.1,426.0,7.12,444.0,,11.1,10.2,14.3,57.4,29.8,34.1,165.0,,2.23,,0,0,0,,17.5,8.8,,6.0
Fuldatal-Simmershausen,Simmershausen II,51.37146324307459,9.509429039770929,166,Sandstone,Triassic,11.8,333.0,6.86,557.0,,6.2,9.0,12.7,54.0,20.0,21.4,171.0,,,,0,0.01,0,,19.4,12.0,,6.0
Fuldatal-Simmershausen,Simmershausen II,51.37146324307459,9.509429039770929,166,Sandstone,Triassic,11.2,416.0,7.0,440.0,,11.4,8.85,13.6,56.3,25.6,33.9,177.0,,2.09,,0,0,0,,22.93,9.4,,6.0
Fuldatal-Simmershausen,Simmershausen III,51.37111737670716,9.506265511984738,151,Sandstone,Triassic,11.6,368.0,6.92,567.0,,5.6,14.0,17.3,57.1,17.0,30.5,213.0,,,,0,0.01,0,,16.5,11.5,,6.0
Fuldatal-Simmershausen,Simmershausen III,51.37111737670716,9.506265511984738,151,Sandstone,Triassic,11.3,434.0,7.09,444.0,,11.3,9.0,15.7,58.8,23.6,39.5,177.0,,2.31,,0,0,0,,20.9,9.2,,6.0
Fuldatal-Simmershausen,Simmershausen IV,51.37076895687719,9.503676488797183,162,Sandstone,Triassic,11.4,463.0,6.92,,,6.63,0.0,23.4,70.3,25.0,46.5,220.0,,,,0,0.01,0,,,12.5,,6.0
Fuldatal-Simmershausen,Simmershausen IV,51.37076895687719,9.503676488797183,162,Sandstone,Triassic,11.8,397.0,6.9,567.0,,5.2,10.0,19.6,65.7,23.0,44.4,213.0,,,,0,0.01,0,,16.3,12.0,,6.0
Fuldatal-Simmershausen,Simmershausen IV,51.37076895687719,9.503676488797183,162,Sandstone,Triassic,11.3,524.0,7.07,445.0,,10.7,12.9,20.4,68.8,27.4,50.3,238.0,,2.84,,0,0,0,,17.58,9.6,,6.0
Geisenheim,Brunnen Kellersgrube,49.98458756692602,7.953830838783857,30,Unconsolidated rocks,Paleogene,11.6,,6.9,,,6.7,26.0,55.0,202.0,72.0,283,366.0,,,,0,0,0,,113,18.2,,6.0
Geisenheim,Brunnen Muttergarten,49.98426185285681,7.957603154761522,32,"Quartzite, Slate",Devonian,n.s.,,7.4,,,9.1,3.0,81.5,270.0,132.0,332,455.0,,,,0,0.64,0,,140,,,6.0
Geisenheim,Echterquelle,49.97955429584002,7.954065494265929,20,Unconsolidated rocks,Paleogene,12,,,,,0.9,795.5,26.4,78.2,1259.0,319.4,58.06,0.38,88.48,,,15.4,,,,24.6,,6.0
Geisenheim,Echterquelle,49.97955429584002,7.954065494265929,20,Unconsolidated rocks,Paleogene,12.3,,,,,,928.0,28.8,75.0,1220.0,277,427.0,,27.3,,,5.6,,,,11.1,,6.0
Geisenheim,Echterquelle,49.97955429584002,7.954065494265929,24.5,Unconsolidated rocks,Paleogene,11.2,,7.3,,,3.1,802.0,19.0,55.0,964.0,258,458.0,,,,2.35,0.56,0.13,,0,10.4,,6.0
Geisenheim,Echterquelle,49.97955429584002,7.954065494265929,20,Unconsolidated rocks,Paleogene,19,,7.2,,,,1000.0,27.0,78.0,1294.0,300,497.0,,25,,,,,,,,,6.0
Gelnhausen,Barbarossaquelle,50.20157114251369,9.214605475035142,40.8,Marl,Permian,10.1,,,,,,12270.0,293.6,1483.0,20670.0,1535,2420.0,Traces,802.5,,,16.3,,,,21.6,,6.0
Gelnhausen,Barbarossaquelle,50.20157114251369,9.214605475035142,40.8,Marl,Permian,10.1,,,,,,10939.0,253.9,966.2,22400.0,1585,2341.0,,4689,,0,16,Traces,,,72.0,,6.0
Gelnhausen,Barbarossaquelle,50.20157114251369,9.214605475035142,40.8,Marl,Permian,10.3,,6.0,,,,,302.0,1744.0,23400.0,1935,,,,,0,150,0,,,,,6.0
Gelnhausen,Gelasprudel,50.20176016980534,9.209563350045299,41,Sandstone,Permian,n.s.,,,,,,8964.8,1097.3,608.7,17632.12,776.9,2632.27,,630.6,,,582.76,,,,,,6.0
Gelnhausen,Gelasprudel,50.20176016980534,9.209563350045299,29.5,Sandstone,Permian,10.1,,,,,,10540.0,258.0,1325.0,17810.0,1478,1903.0,Traces,664.3,,,18.6,,,,17.1,,6.0
Gelnhausen,Marberg,50.20680367992536,9.20482212563426,130.6,Dolomite,Permian,10.6,,,,,,2540.0,199.0,388.0,4331.0,267,711.9,,196,,,3.32,,,,,,6.0
Gelnhausen,Schwimmbad,50.20041801596066,9.205915429559425,10.2,Unconsolidated rocks,Quaternary,n.s.,,,,,,2240.0,68.5,315.2,4087.5,345.6,793.0,,134,,,24.73,,,,,,6.0
Gelnhausen,Solebohrung 1977,50.20299656965286,9.22161617609906,32,?,Permian,11.6,,,,,,4260.0,180.0,575.0,7126.9,498.04,1418.7,,215.2,,,6.68,,,,,,6.0
Gelnhausen,Solebohrung 1977,50.20299656965286,9.22161617609906,82,?,Permian,12.7,,6.1,,,,12288.0,298.6,1400.0,20448.0,1455,2430.0,,650,,,18.6,,,,,,6.0
Gelnhausen,Solebohrung 1977,50.20299656965286,9.22161617609906,82,?,Permian,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Gelnhausen,Sprudel VI,50.20166899335253,9.210263362353492,46.1,Dolomite,Permian,10.9,,,,,,9705.0,249.1,1409.3,20000.0,1576,2148.0,,3663,,0,8.4,Traces,,,50.68,,6.0
Gemünden (Wohra)-Schiffelbach,Schiffelbach,50.95805570565106,8.984342166229675,241,"Pelite, Sandstone",Permian,n.s.,,,,,8.6,50.58,49.22,179.35,17.02,451.49,317.29,,5.47,,,,,,,,,6.0
Gersfeld-Obernhausen,Wasserkuppe,50.49763882643293,9.951458606061303,200,Basalt,Neogene,11,,9.3,,,8.1,26.0,0.2,4.0,3.5,11,67.2,,9,,0,0,0,,1,,,6.0
Gießen,Gailsche Tonwerke,50.56611385692906,8.688883543608764,97.3,"Slate, Pelite",Devonian,11.8,,7.25,,,,1026.0,60.0,158.7,1727.0,253.8,247.7,,18.9,,0.05,0.34,0.75,0.28,0.25,20.7,,6.0
Gießen-Wieseck,Graf-Meinhardt-Sprudel,50.6101109050924,8.718171839796918,164,Dolomite,Devonian,14.2,,7.3,,,,629.5,40.0,95.8,1008.0,105.5,315.5,,11.4,1.97,0,0.87,0.31,0.2,1.02,33.8,,6.0
Gießen-Wieseck,Graf-Meinhardt-Sprudel,50.6101109050924,8.718171839796918,164,Dolomite,Devonian,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Ginsheim-Gustavsburg,Gut Röckenwörth,49.95692901788838,8.353038377532641,6,Unconsolidated rocks,Quaternary,n.s.,,7.52,,,,43.0,26.0,195.0,112.0,235,358.0,,0,,0.5,4.2,1.6,,,,,6.0
Gladenbach-Mornshausen,Mappesmühle,50.74945864725088,8.608878635106207,125,Dolertie,Devonian,7,,,,,,1353.8,37.5,166.0,2115.0,24.08,628.3,,,,,,,,,,,6.0
Gladenbach-Mornshausen,Mappesmühle,50.74945864725088,8.608878635106207,125,Dolerite,Devonian,n.s.,,,,,,1705.0,71.74,192.2,2639.77,21.81,610.0,,23,,,2,,,,,,6.0
Grebenau-Wallersdorf,Wallersdorf,50.74962438200306,9.490037551485035,372,?,Permian,n.s.,,,,,,73.1,102.6,568.5,82.8,1653,200.1,,,,,,,,,,,6.0
Grebenhain-Ilbeshausen,Hasselborn 2/2A,50.5266006905408,9.293508364882735,310,"Tuff, Hawaiite",Neogene,17.6,,9.8,,,,37.3,2.6,5.5,13.0,13.5,68.7,,2,,0.2,,,,2.2,,,6.0
Grebenhain-Ilbeshausen,Hasselborn 2/2A,50.5266006905408,9.293508364882735,380,"Tuff, Hawaiite",Neogene,21.3,,9.6,,,,36.0,3.6,5.6,12.1,8.7,61.2,,1.6,,0.3,,,,3.3,,,6.0
Grebenstein-Frankenhausen,Frankenhausen I,51.41325417841407,9.445635296516866,158,Sandstone,Triassic,14,,7.3,,,,,,,,,330.0,,,,,,,,,,,6.0
Grebenstein-Frankenhausen,Frankenhausen I,51.41325417841407,9.445635296516866,158,Sandstone,Triassic,12.2,,7.2,,,,,,,,,311.0,,,,,,,,,,,6.0
Grebenstein-Frankenhausen,Frankenhausen I,51.41325417841407,9.445635296516866,158,Sandstone,Triassic,11.5,386.0,7.42,,,3.6,5.2,24.8,72.7,9.4,19.8,305.0,,2.4,,0,0.628,0.307,0.2,4.2,,,6.0
Grebenstein-Frankenhausen,Frankenhausen II,51.42134319699824,9.446001519000838,206,Sandstone,Triassic,15,,7.4,,,,,,,,,164.0,,,,,,,,,,,6.0
Grebenstein-Frankenhausen,Frankenhausen II,51.42134319699824,9.446001519000838,206,Sandstone,Triassic,12.1,251.0,7.44,,,3.6,6.1,13.4,36.9,8.5,23.1,153.0,,2.8,,0,0.981,0.047,0,2,,,6.0
Grebenstein-Kressenbrunnen,Quelle Kressenbrunnen,51.44146773226063,9.424908824232999,0,Sandstone,Triassic,10.6,,7.5,,,,,,,,,184.0,,,,,,,,,,,6.0
